SL,SMILE1,SMILE2,Temperature,Prompt,Reactive_groups,Source_File
38,C=C(C)C(=O)OCCC(O)COc2ccc(C(C)(C)c1ccc(OCCC(O)COC(=O)C(=C)C)cc1)cc2,C=CCOCC(CO)(COCC=C)COCC=C,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses_large.json
39,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,CCC(C=CCOCC(C)OCC(C)N)(C=CCOCC(C)OCC(C)N)C=CCOCC(C)OCC(C)N,0.8,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses_large.json
40,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.8,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.","['C=C', 'C=C(C=O)']",mix_generated_responses_large.json
41,C=COC(=O)C(=C)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=Cc1cccc(C=C)c1,1.3,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses_large.json
42,C=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CC1=C([C@H](C(=C(O1)N)C(=O)OC)c2cccc(c2)[N+](=O)[O-])C(=O)C,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.","['C=C', 'C=C(C=O)']",mix_generated_responses_large.json
1,CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,1.0,Generate a thermoset shape memory polymer with Tg = 140°C and Er = 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
2,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,1.3,Suggest a polymer system for Tg ≈ 40°C and Er ≈ 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
3,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CCOC(=O)/C(=C/c1ccc(cc1)Cl)/C(=O)C,1.6,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,"['C=C', 'C=C(C=O)']",properties_generated_responses.json
4,c3cc(N(CC1CO1)CC2CO2)ccc3OCC4CO4,Nc3ccc(Cc2ccc(N(CC1)CC1)cc2)cc3,1.6,Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
5,CC(C(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4),CC(N)COCC(C)OCC(C)OCC(C)N,1.6,Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
7,CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,NCCNCCNCCN,1.6,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
8,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,CCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,2.0,Generate a thermoset shape memory polymer with Tg = 40°C and Er = 80 MPa.,"['C=C', 'CCS']",properties_generated_responses.json
9,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,NCCNOCCOC(=O)CCCCCC(C)(C)C,2.0,Generate a thermoset shape memory polymer with Tg = 40°C and Er = 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
10,C=C(C)C(=O)OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,2.0,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,"['C=C', 'CCS']",properties_generated_responses.json
11,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C=C(C)C(=O)OCC(CO)(COCC=C)COCC=C,2.0,Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,"['C=C(C=O)', 'C=C']",properties_generated_responses.json
12,c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,NCCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,2.0,Generate a thermoset shape memory polymer with Tg = 140°C and Er = 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
13,CC(C)(c3ccc(OCCOCC2CO2)cc3)c6ccc(OCCOCC5CO5)cc6,CC(N)COCC(C)OCC(C)OCC(C)N,2.0,Generate a thermoset shape memory polymer with Tg = 140°C and Er = 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
14,Cc3cc(c2cc(C)c(OCC1CO1)c(C(C)(C)C)c2)cc(C(C)(C)C)c3OCC4CO4,CCS(=O)N5CCCCCN5,2.0,Generate a thermoset shape memory polymer with Tg = 140°C and Er = 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
15,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,NCCNOCCOCCN,2.0,Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
16,Cc3cc(c2cc(C)c(OCC1CO1)c(C(C)(C)C)c2)cc(C(C)(C)C)c3OCC4CO4,C[NH+]1CCN(CC1)C2=C(C(=O)c3ccccc3C2=O)Cl,0.8,"Provide a pair of monomers suitable for TSMPs, one rich in epoxy(C1OC1) and the other in imine(NC) groups.","['C1OC1', 'NC']",group_generated_responses.json
17,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,Cc1cc(c2nccc(=O)n2c1)SC(=O)N3CCSCC3,0.8,Create a monomer pair for TSMPs where one contains vinyl(C=C) groups and the other contains hydroxyl(=O) groups.,"['C=C', 'CCS']",group_generated_responses.json
18,c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,1.3,"Provide a pair of monomers suitable for TSMPs, one rich in epoxy(C1OC1) and the other in imine(NC) groups.","['C1OC1', 'NC']",group_generated_responses.json
19,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,CC(=O)C(=Cc1ccc(cc1)S(=O)(=O)C)C(=O)C,1.6,"Provide a pair of monomers suitable for TSMPs, one rich in epoxy(C1OC1) and the other in imine(NC) groups.","['C=C', 'C=C(C=O)']",group_generated_responses.json
20,CC(C)(c2ccc(OC1CO1)cc2)c4ccc(OC3CO3)cc4,C[NH+]1CCN(CC1)C2=C(C(=O)c3ccccc3C2=O)Cl,2.0,Suggest a TSMP system with one monomer having epoxy(C1OC1) groups and the other featuring imine(NC) groups.,"['C1OC1', 'NC']",group_generated_responses.json
21,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNOCCOCCOCCN,2.0,Suggest a TSMP system with one monomer having epoxy(C1OC1) groups and the other featuring imine(NC) groups.,"['C1OC1', 'NC']",group_generated_responses.json
22,Cc3cc(c2cc(C)c(OCC1CO1)c(C(C)(C)C)c2)cc(C(C)(C)C)c3OCC4CO4,c1cc(ccc1N2C(=O)C=CC2=O)I,2.0,Suggest a TSMP system with one monomer having epoxy(C1OC1) groups and the other featuring imine(NC) groups.,"['C1OC1', 'NC']",group_generated_responses.json
23,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,C=CCOCC(CO)(COCC=C)COCC=CC(=O)OCC(CO)(COCC=C)COCC=C,0.8,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['CCS', 'C=C']",mix_generated_responses.json
24,c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,C[C@H](C(=O)NC1CC1)S(=O)(=O)c2ccccc2Br,1.3,"Suggest a TSMP system that satisfies Tg = 150°C and Er = 200 MPa, incorporating vinyl(C=C) and thiol(CCS) functionalities.","['C1OC1', 'NC']",mix_generated_responses.json
26,C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,1.3,"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.","['C=C(C=O)', 'C=C']",mix_generated_responses.json
27,CC(=O)C(=Cc1ccc(cc1)S(=O)(=O)C)C(=O)C,C=Cc1cccc(C=C)c1,1.3,"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.","['C=C(C=O)', 'C=C']",mix_generated_responses.json
28,C1OC1COC3COC4C(OC2CO2)COC34,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,1.6,"Suggest a TSMP system that satisfies Tg = 40°C and Er = 80 MPa, incorporating epoxy(C1OC1) and imine(NC) functionalities.","['C1OC1', 'NC']",mix_generated_responses.json
29,c3cc(N(CC1CO1)CC2CO2)ccc3OCC4CO4,NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,1.6,"Create a thermoset polymer with Tg = 100°C, Er = 100 MPa, and monomers featuring acrylate(C=C(C=O)) and vinyl(C=C) groups.","['C1OC1', 'NC']",mix_generated_responses.json
30,C=CCC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,2.0,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.","['C=C', 'CCS']",mix_generated_responses.json
31,C=Cc1cccc(C=C)c1,CCS(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,2.0,"Propose two monomers that form a TSMP with Tg around 150°C, Er near 200 MPa, and containing vinyl(C=C) and thiol(CCS) groups.","['C=C', 'CCS']",mix_generated_responses.json
32,NCCOC(=O)/C(=C/c1ccccc1)C(=O)OC(C)C,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,2.0,Design a shape memory polymer with Tg ≈ 140°C and Er ≈ 80 MPa that includes thiol(CCS) and vinyl(C=C) groups.,"['C=C(C=O)', 'C=C']",mix_generated_responses.json
33,C=CCOC(CC)(CO)COCC[C@]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,2.0,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.","['C=C', 'CCS']",mix_generated_responses.json
35,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CC=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,2.0,"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).","['C=C', 'C=C(C=O)']",mix_generated_responses.json
1,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,0.5,Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,"['C=C', 'CCS']",properties_generated_responses.json
2,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C=CCc1ccccc1OCC(O)COC(=O)Cc2ccc(C(=O)OCC(O)COc1ccccc1CC=C)cc2,1.0,Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,"['C=C(C=O)', 'C=C']",properties_generated_responses.json
3,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.3,Suggest a polymer system for Tg ≈ 150°C and Er ≈ 200 MPa.,"['C=C', 'CCS']",properties_generated_responses.json
4,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,1.3,Suggest a polymer system for Tg ≈ 150°C and Er ≈ 200 MPa.,"['C=C', 'C=C(C=O)']",properties_generated_responses.json
5,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,1.6,Suggest a polymer system for Tg ≈ 150°C and Er ≈ 200 MPa.,"['C=C', 'C=C(C=O)']",properties_generated_responses.json
6,c3cc(N(CC1CP1)CC2CO2)ccc3OCC4CO4,NCCCOCCOCCCN,2.0,Propose two monomers that form a TSMP with Tg = 150°C and Er = 200 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
7,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,CCCS(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,2.0,Propose two monomers that form a TSMP with Tg = 150°C and Er = 200 MPa.,"['C=C', 'CCS']",properties_generated_responses.json
8,CCCCCCCCC1OC1CCCCCCCC(=O)OCC2CO2,NCCCOCCOCCCN,2.0,Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
9,CC(COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)c6ccc(OCC5CO5)cc6,NCCCOCCOCCCN,2.0,Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
10,CC(COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC4CO4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,2.0,Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,"['C1OC1', 'NC']",properties_generated_responses.json
11,Cc3cc(c2cc(C)c(OCC1CO1)c(C(C)(C)C)c2)cc(C(C)(C)C)c3OCC4CO4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,2.0,Design a thermoset shape memory polymer using monomers that include epoxy(C1OC1) and imine(NC) functionalities.,"['C1OC1', 'NC']",group_generated_responses.json
12,C=C(C)C(=O)OOCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,2.0,"Generate two monomers for a TSMP, ensuring one includes vinyl(C=C) groups and the other includes thiol(CCS) groups.","['C=C', 'CCS']",group_generated_responses.json
14,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,0.8,"Create a thermoset polymer with Tg = 100°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and hydroxyl(=O) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses.json
17,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C=CCc1ccccc1OCC(O)COC(=O)Cc5ccc(C(=O)OCC(O)COc4ccccc4CC=C)cc5,0.8,"Create a thermoset polymer with Tg = 100°C, Er = 100 MPa, and monomers featuring acrylate(C=C(C=O)) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses.json
18,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,1.0,"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.","['C=C(C=O)', 'C=C']",mix_generated_responses.json
19,C=C(C)C(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=Cc1cccc(C=C)c1,1.3,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses.json
21,Cc3cc(c2cc(C)c(OCC1CO1)c(C(C)(C)C)c2)cc(C(C)(C)C)c3OCC4CO4,CC(CC(CN)CCCN)(CN)CCCN(CCOC(=O)CCS)CCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,1.6,Design a shape memory polymer with Tg ≈ 140°C and Er ≈ 80 MPa that includes thiol(CCS) and vinyl(C=C) groups.,"['C1OC1', 'NC']",mix_generated_responses.json
22,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C=CCc1ccccc1OCC(O)COC(=O)Cc8ccc(C(=O)OCC(O)COc7ccccc7CC=C)cc8,1.6,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes acrylate(C=C(C=O)) and vinyl(C=C) groups.,"['C=C(C=O)', 'C=C']",mix_generated_responses.json
