,SMILES,Tg,Er
112,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N",99.0,22.7
113,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N",91.0,25.5
114,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N",79.0,8.9
115,"CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,CC(=O)C1CCCCC1C(C)=O",113.0,16.2
116,"CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(=O)C1CCCCC1C(C)=O",121.8,16.93
117,"CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(=O)C1CCCCC1C(C)=O",127.86,18.1
118,"CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(=O)C1CCCCC1C(C)=O",135.46,18.51
119,"CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(=O)C1CCCCC1C(C)=O",142.51,19.8
120,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,C#CCCc1ccccc1Cc4cccc(Cc3cccc(Cc2ccccc2CC#C)c3O)c4CCC#C",37.0,25.1
121,"CC(C)(c4ccc(OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,Nc2ccc(Cc1ccc(N)cc1)cc2",74.84,2.63
122,"CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C)(COCC1CO1)COCC2CO2",50.64,37.89
123,"CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C)(COCC1CO1)COCC2CO2",70.38,44.22
124,"CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C)(COCC1CO1)COCC2CO2",88.41,80.52
125,"CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C)(COCC1CO1)COCC2CO2",121.46,95.41
126,"CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C)(COCC1CO1)COCC2CO2",140.34,129.76
127,"CC(C)(c2ccc(OC1CO1)cc2)c4ccc(OC3CO3)cc4,CCCCCCCCCCCCN,NCc1cccc(CN)c1",74.84,3.73
128,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,Nc2ccc(Cc1ccc(N)cc1)cc2",92.81,1.87
129,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,Nc2ccc(Cc1ccc(N)cc1)cc2",109.58,4.72
130,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,Nc1cccc(N)c1",90.3,1.53
131,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,Nc2ccc(Cc1ccc(N)cc1)cc2,Nc1cccc(N)c1",110.42,5.22
132,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,Nc2ccc(Cc1ccc(N)cc1)cc2,Nc1cccc(N)c1",101.6,3.77
133,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6",160.0,30.0
134,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6",156.0,24.0
135,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6",165.0,30.0
136,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6",145.0,16.0
137,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6",132.0,15.0
138,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6",129.0,14.0
139,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6",165.0,30.0
140,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6",156.0,24.0
141,"c3cc(N(CC1CO1)CC2CO2)ccc3OCC4CO4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6",175.0,55.0
142,"c3cc(N(CC1CO1)CC2CO2)ccc3OCC4CO4,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6",163.0,38.0
143,"c3cc(N(CC1CO1)CC2CO2)ccc3Cc6ccc(N(CC4CO4)CC5CO5)cc6,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6",196.0,59.0
144,"c3cc(N(CC1CO1)CC2CO2)ccc3Cc6ccc(N(CC4CO4)CC5CO5)cc6,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6",187.0,45.0
145,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,O=C(O)CC(O)(CC(=O)O)C(=O)O,O=C(O)CCCCCCCCC(=O)O",72.4,5.12
146,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,O=C(O)CCCCCCCCC(=O)O",45.0,1.96
147,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,O=C(O)CCCCCCCCC(=O)O",65.2,8.05
148,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,O=C(O)CCCCCCCCC(=O)O",73.08,7.92
149,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,O=C(O)CCCC(=O)O",77.3,6.84
150,"Nc2ccc(SSc1ccc(N)cc1)cc2,C1OC1COC3COC4C(OC2CO2)COC34",40.6,0.38
151,"Nc2ccc(Cc1ccc(N)cc1)cc2,C1OC1COC3COC4C(OC2CO2)COC34",37.3,0.38
152,"CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,O=C1OC(=O)C2CCCCC12",80.73,11.48
153,"CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(C)(c2ccc(OCCOCCOCCOC1CO1)cc2)c4ccc(OCCOCCOCCC3CO3)cc4,O=C1OC(=O)C2CCCCC12",95.0,9.99
154,"CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(C)(c2ccc(OCCOCCOCCOC1CO1)cc2)c4ccc(OCCOCCOCCC3CO3)cc4,O=C1OC(=O)C2CCCCC12",66.99,7.46
155,"CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(C)(c2ccc(OCCOCCOCCOC1CO1)cc2)c4ccc(OCCOCCOCCC3CO3)cc4,O=C1OC(=O)C2CCCCC12",53.74,6.97
156,"CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(C)(c2ccc(OCCOCCOCCOC1CO1)cc2)c4ccc(OCCOCCOCCC3CO3)cc4,O=C1OC(=O)C2CCCCC12",46.01,6.81
157,"CC(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)OCC4CO4,CC(CN)CCCN",58.65,9.93
158,"Cc3cc(c2cc(C)c(OCC1CO1)c(C(C)(C)C)c2)cc(C(C)(C)C)c3OCC4CO4,Nc2ccc(Cc1ccc(N)cc1)cc2",178.0,38.03
159,"Cc3cc(c2cc(C)c(OCC1CO1)c(C(C)(C)C)c2)cc(C(C)(C)C)c3OCC4CO4,Cc3cc(c2cc(C)c(OCC1CO1)c(C)c2)cc(C)c3OCC4CO4,Nc2ccc(Cc1ccc(N)cc1)cc2",169.0,29.97
160,"Cc3cc(c2cc(C)c(OCC1CO1)c(C)c2)cc(C)c3OCC4CO4,Nc2ccc(Cc1ccc(N)cc1)cc2",160.0,21.15
161,"N#COc3ccc(CC2CCCC(Cc1ccc(OC#N)cc1)C2)cc3,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4",113.262,5.22
162,"N#COc3ccc(CC2CCCC(Cc1ccc(OC#N)cc1)C2)cc3,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4",138.26,12.41
163,"N#COc3ccc(CC2CCCC(Cc1ccc(OC#N)cc1)C2)cc3,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4",149.03,7.83
164,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCNCCN",135.0,33.0
165,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCNCCN,Nc2ccc(Cc1ccc(N)cc1)cc2",155.0,41.0
166,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,Nc2ccc(Cc1ccc(N)cc1)cc2",171.252,43.0
167,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCNCCN,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5CN(c4ccccc4)COc5c6",132.0,28.0
168,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCNCCN,Nc2ccc(Cc1ccc(N)cc1)cc2,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5CN(c4ccccc4)COc5c6",133.0,23.0
169,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,Nc2ccc(Cc1ccc(N)cc1)cc2,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5CN(c4ccccc4)COc5c6",158.0,30.0
170,"O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCC(CO)(CO)CO",5.29,1.4
171,"O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCC(CO)(CO)CO",51.86,3.85
172,"O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCC(CO)(CO)CO",19.482,1.61
173,"O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCC(CO)(CO)CO",87.78,4.96
174,"O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCC(CO)(CO)CO",46.551,4.3
175,"O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCC(CO)(CO)CO",110.89,6.56
176,"O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCC(CO)(CO)CO",57.34,5.74
177,"O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCC(CO)(CO)CO",129.3,10.28
178,"O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCC(CO)(CO)CO",67.396,14.83
179,"O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCC(CO)(CO)CO",132.2,12.87
180,"O=C=Nc2ccc(Cc1ccc(N=C=O)cc1)cc2,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCCCC(C)=O,CCC(CO)(CO)CO",65.97,15.3
181,"C=CC(=O)OC(C)(C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",35.0,12.0
182,"CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O",33.99,15.8
183,"CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1",33.0,19.0
184,"C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,C=CCOCC(CO)(COCC=C)COCC=C",34.0,17.0
185,"C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C",125.3,2.34
186,"C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C",120.57,3.04
187,"C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C",131.59,5.79
188,"C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C",135.79,11.67
189,"C=C(C)C(=O)OC,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C",144.47,30.89
190,"C=CCOC(CC)(CO)CO,OCCCCO,CC(CN=C=O)CC(C)(C)CCN=C=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS",51.8,2.656
191,"C=CCOC(CC)(CO)CO,CC(C)(CO)CO,CC(CN=C=O)CC(C)(C)CCN=C=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS",59.7,2.31
192,"C=CCOC(CC)(CO)CO,OCC1CCC(CO)CC1,CC(CN=C=O)CC(C)(C)CCN=C=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS",68.3,2.75
193,"C=CCOC(CC)(CO)CO,O=C=NCCCCCCN=C=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS",56.51,17.48
194,"C=CCOC(CC)(CO)CO,O=C=NC2CCC(CC1CCC(N=C=O)CC1)CC2,O=C=NCCCCCCN=C=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS",68.84,19.4
195,"CCO[Si](CCCN(CCOC(=O)CCO)CCOC(=O)CCO)(OCC)OCC,CC1(C)CC(N=C=O)CC(C)(N=C=O)C1",57.0,17.44
196,"CCO[Si](CCCN(CCOC(=O)CCO)CCOC(=O)CCO)(OCC)OCC,CC1(C)CC(N=C=O)CC(C)(N=C=O)C1,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO",51.1,14.26
197,"CCO[Si](CCCN(CCOC(=O)CCO)CCOC(=O)CCO)(OCC)OCC,CC1(C)CC(N=C=O)CC(C)(N=C=O)C1,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO",46.71,8.64
198,"CCO[Si](CCCN(CCOC(=O)CCO)CCOC(=O)CCO)(OCC)OCC,CC1(C)CC(N=C=O)CC(C)(N=C=O)C1,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO",34.57,2.87
199,"C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)OC(C)(C)C",52.2,1.5
200,"C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)OC(C)(C)C",51.4,5.62
201,"C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)OC(C)(C)C",49.9,11.51
202,"C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OC(C)(C)C",54.8,2.42
203,"C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OC(C)(C)C",55.4,5.55
204,"C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OC(C)(C)C",53.5,11.54
205,"C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC",48.0,1.2
206,"C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC",57.0,2.9
207,"C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,C=CC(=O)OCCCC",52.0,8.5
208,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,Nc2ccc(Cc1ccc(N)cc1)cc2",125.5,7.78
209,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,Nc2ccc(Cc1ccc(N)cc1)cc2",140.0,13.42
210,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,Nc2ccc(Cc1ccc(N)cc1)cc2",137.42,14.33
211,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,Nc2ccc(Cc1ccc(N)cc1)cc2",126.8,16.34
212,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,Nc2ccc(Cc1ccc(N)cc1)cc2",121.2,17.07
213,"CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC1(C)CC(N)CC(C)(CN)C1",86.3,8.6
214,"CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,CC1(C)CC(N)CC(C)(CN)C1",75.12,6.37
215,"CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,CC1(C)CC(N)CC(C)(CN)C1",70.28,5.85
216,"CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,CC1(C)CC(N)CC(C)(CN)C1",63.09,5.48
217,"CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N,CC1(C)CC(N)CC(C)(CN)C1",57.33,5.02
218,"CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N",47.23,5.03
219,"c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,CCc1cc(C)c(N)c(CC)c1N",171.89,12.33
220,"CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C)(COCC1CO1)COCC2CO2",99.08,38.4
221,"CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C)(COCC1CO1)COCC2CO2",88.0,76.59
222,"CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,CC(C)(COCC1CO1)COCC2CO2",140.0,122.63
223,"Nc2cccc(S(=O)(=O)c1cccc(N)c1)c2,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4",187.0,24.0
224,"Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4",219.0,28.0
225,"C=CCOC(CC)(CO)CO,OCCOCCO,CC(CN=C=O)CC(C)(C)CCN=C=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS",39.0,2.62
226,"C=CCOC(CC)(CO)CO,OCCCCO,CC(CN=C=O)CC(C)(C)CCN=C=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS",44.0,3.31
227,"C=CCOC(CC)(CO)CO,O=C=NC2CCC(CC1CCC(N=C=O)CC1)CC2,O=C=NCCCCCCN=C=O,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS",80.48,20.09
228,"C=CCOC(CC)(CO)CO,O=C=NC2CCC(CC1CCC(N=C=O)CC1)CC2,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS",104.45,16.29
229,"C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4",141.0,27.32
230,"C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4",203.0,37.46
231,"C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O",50.0,54.0
232,"C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2",279.0,60.0
233,"CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2",231.0,40.0
234,"c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,O=C1CCCC(=O)O1",111.0,125.0
