prompt,smile1,smile2,tg_actual,tg_predicted,er_actual,er_predicted,tg_error,er_error
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,CC(C)(C)C,Nc1cccc(N)c1,100.0,114.7492,100.0,22.77627,14.749198913574219,-77.22373008728027
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,C=CC(=O)OCCn1c(=O)n(CCOC(=O)CCC)c(=O)n(CCOC(=O)CCS)c1=O,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,150.0,118.742065,200.0,122.888145,-31.2579345703125,-77.11185455322266
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,NCCOCCOCCN,150.0,86.486336,200.0,21.719965,-63.51366424560547,-178.2800350189209
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC,150.0,236.96829,200.0,86.4365,86.96829223632812,-113.5634994506836
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,150.0,191.83095,200.0,42.35914,41.83094787597656,-157.64086151123047
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,CC(COC3CO3)(COC2CO2)COC1CO1,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,150.0,183.0772,200.0,180.02428,33.07719421386719,-19.975723266601562
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,Nc2ccc(OCC1CO1)cc2Cc6ccc(N)cc6Cc5ccc(N)cc5Cc3ccc(N)cc3Cc2ccc(N)cc2C(=O)OCC4CO4,150.0,89.151985,200.0,103.713165,-60.84801483154297,-96.28683471679688
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,c1ccc3c(c1)c2cccc2sc3-c5ccc(OCC1CO1)cc5,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,150.0,69.87546,200.0,28.225483,-80.12454223632812,-171.77451705932617
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,CC(=O)OCCOCCOCCOCCOCCOOCCOCCOCCOCCOCCOC(=O)C(C)=O,NCCNCCN,150.0,157.18709,200.0,34.58517,7.1870880126953125,-165.4148292541504
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C),140.0,287.75726,80.0,90.21248,147.75726318359375,10.212478637695312
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,CC(C)(c2ccc(Br)cc2)c1ccc(OCCOCCOCCOC1COC(=O)CCN)CCN,CON(CCS)CCOCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,140.0,86.63125,80.0,23.820826,-53.368751525878906,-56.17917442321777
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,140.0,73.25014,80.0,34.925957,-66.74986267089844,-45.07404327392578
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)COCCC(CO)(COCCC)CO,140.0,318.82486,80.0,52.83752,178.82485961914062,-27.162479400634766
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,140.0,112.34674,80.0,36.47042,-27.65325927734375,-43.529579162597656
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,CC(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(C)C)cc1)cc2,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,140.0,36.45973,80.0,19.638601,-103.5402717590332,-60.361398696899414
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,CC(C)(C)C,140.0,122.455795,80.0,35.025085,-17.544204711914062,-44.97491455078125
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,140.0,181.78235,80.0,39.174404,41.7823486328125,-40.82559585571289
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,CCC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,140.0,95.13726,80.0,31.498894,-44.86273956298828,-48.50110626220703
Create a thermoset polymer with Tg around 140°C and Er near 80 MPa.,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,140.0,184.88387,80.0,49.390224,44.88386535644531,-30.60977554321289
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,C1OC1COC3COC4C(OC2CO2)COC34,CC(=O)OCCOCCOCCOC(=O)C(C)=O,60.0,87.67933,100.0,26.998026,27.67932891845703,-73.00197410583496
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)C,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,60.0,69.759674,100.0,29.214886,9.759674072265625,-70.78511428833008
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,Cc1ccc(OCC2CO2)cc1,60.0,91.62634,100.0,21.741024,31.6263427734375,-78.25897598266602
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,C=CCOCC(CO)(COCC=C)COCC=C,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,60.0,43.920284,100.0,18.472301,-16.079715728759766,-81.5276985168457
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,60.0,57.79176,100.0,29.859104,-2.208240509033203,-70.14089584350586
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,C=CCc1ccccc1OCC2CO2,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,60.0,101.78165,100.0,30.427185,41.781646728515625,-69.57281494140625
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,NICCCCN,60.0,127.454796,100.0,36.00066,67.45479583740234,-63.99934005737305
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,O=CCOC(CC)(CO)CO,NCCNCCN,60.0,173.89265,100.0,53.93118,113.89265441894531,-46.06882095336914
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,C1=COC1C2=COC2C3=COC3C4=COC4,NCCCOCCOCCCN,60.0,136.02821,100.0,20.126743,76.02821350097656,-79.87325668334961
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,CC(C)(c4ccc(OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,CCC(CO)(CO)CO,60.0,69.12611,100.0,23.50878,9.126106262207031,-76.49122047424316
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,Nc2ccc(SSc1ccc(N)cc1)cc2,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,60.0,149.66383,100.0,28.136852,89.66383361816406,-71.8631477355957
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,C=CCOCC(CO)(COCC=C)COCC=C,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,60.0,42.81004,100.0,15.550574,-17.189960479736328,-84.44942569732666
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(N)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)N=C,100.0,213.70982,100.0,110.91224,113.70982360839844,10.912239074707031
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=Cc1cccc(C=C)c1,CCC(C=C)CCN,100.0,103.785164,100.0,22.160463,3.7851638793945312,-77.83953666687012
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC(C)(c2ccc(OC1CO1)cc2)c4ccc(OC3CO3)cc4,100.0,97.63857,100.0,26.336538,-2.3614273071289062,-73.66346168518066
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,O=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,100.0,79.76623,100.0,29.114122,-20.23377227783203,-70.88587760925293
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,O=CCOCC(CO)(COCC=C)COCC=C,100.0,103.713524,100.0,32.032837,3.7135238647460938,-67.9671630859375
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)C(C)(C)C1,100.0,103.24828,100.0,26.830841,3.2482833862304688,-73.16915893554688
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C1OC1COC3COC4C(OC2CO2)COC34,CC,100.0,69.30482,100.0,24.405924,-30.69518280029297,-75.59407615661621
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NOCCOCCOCCON,100.0,65.94559,100.0,33.785168,-34.054412841796875,-66.2148323059082
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,CC(C)(c2ccc(OC1CO1)cc2)c4ccc(OC3CO3)cc4,CC,100.0,90.004845,100.0,24.040876,-9.995155334472656,-75.9591236114502
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=C(C)C(=O)OCCOCCOCC(O)COC(=O)C(=C)C,CC1(C)CC(N)CC(C)(CN)C1,100.0,84.2815,100.0,28.983156,-15.718498229980469,-71.01684379577637
