prompt,smile1,smile2,tg_actual,tg_predicted,er_actual,er_predicted,tg_error,er_error
Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes vinyl(C=C) and hydroxyl(=O) groups.,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,O=C(OCC1CO1)COCC2CO2,100.0,124.28905,100.0,31.72594,24.289047241210938,-68.2740592956543
Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes vinyl(C=C) and hydroxyl(=O) groups.,c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,100.0,213.55295,100.0,230.82175,113.55294799804688,130.82174682617188
Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes vinyl(C=C) and hydroxyl(=O) groups.,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C=CCc1ccccc1OCC(O)COC(=O)CCCCCC(C)(C)C,100.0,149.84485,100.0,33.242718,49.8448486328125,-66.75728225708008
Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes vinyl(C=C) and hydroxyl(=O) groups.,CC(COc3ccc(C(C)(C)c2ccc(OCC(C)OCC1CO1)cc2)cc3)OCC4CO4,C=C(C)C(=O)OCC(C)OCC(C)OCC(C)N,100.0,60.068985,100.0,23.327057,-39.93101501464844,-76.67294311523438
"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).",c3cc(N(CC1CO1)CC2CO2)ccc3Cc6ccc(N(CC4CO4)CC5CO5)cc6,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,150.0,285.09222,200.0,86.76823,135.09222412109375,-113.23177337646484
"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).",c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,150.0,168.92839,200.0,159.35368,18.928390502929688,-40.64631652832031
"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).",c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,CCSCOCSSCCS,150.0,116.37487,200.0,13.264209,-33.62512969970703,-186.73579120635986
"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).",c3cc(N(CC1CO1)CC2CO2)ccc3OCC4CO4,C=Cc1cccc(C=C)c1,150.0,118.46489,200.0,44.608986,-31.535110473632812,-155.3910140991211
"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).",O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,C=C(CCS)OCCCC,150.0,99.32889,200.0,38.13175,-50.671112060546875,-161.8682518005371
"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).",c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,CSCCOC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,150.0,168.02525,200.0,55.98287,18.025253295898438,-144.01713180541992
"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).",c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,150.0,68.29654,200.0,43.5613,-81.70346069335938,-156.43870162963867
"Suggest a TSMP system that satisfies Tg = 140°C and Er = 80 MPa, incorporating thiol(CCS) and vinyl(C=C) functionalities.",CCCCCCCC3CCC(C(CC))C(=O)OCCOCCC2CCC(C(=O)OCC1CO1)C(=O)OCC2CO3,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,140.0,110.429596,80.0,27.968035,-29.570404052734375,-52.031965255737305
"Suggest a TSMP system that satisfies Tg = 140°C and Er = 80 MPa, incorporating thiol(CCS) and vinyl(C=C) functionalities.",CC(=S)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C,140.0,110.71971,80.0,25.282398,-29.280288696289062,-54.71760177612305
"Suggest a TSMP system that satisfies Tg = 140°C and Er = 80 MPa, incorporating thiol(CCS) and vinyl(C=C) functionalities.",Cc3cc(c2cc(C)c(OCC1CO1)c(C)c2)cc(C)c3OCC4CO4,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,140.0,129.11205,80.0,29.105513,-10.887954711914062,-50.894487380981445
"Propose two monomers that form a TSMP with Tg around 60°C, Er near 100 MPa, and containing vinyl(C=C) and vinyl(C=C) groups.",C=C(C)C(=O)OC,C=C,60.0,99.53441,100.0,18.676311,39.53440856933594,-81.32368850708008
"Propose two monomers that form a TSMP with Tg around 60°C, Er near 100 MPa, and containing vinyl(C=C) and vinyl(C=C) groups.",CCCCCCCCCN,CC(C)(C)C,60.0,66.352234,100.0,14.654109,6.35223388671875,-85.34589099884033
"Propose two monomers that form a TSMP with Tg around 60°C, Er near 100 MPa, and containing vinyl(C=C) and vinyl(C=C) groups.",c1ccc3c(c1)c2ccccc2C3(c5ccc(OCCOCC4CO4)cc5)c7ccc(OCCOCC6CO6)cc7,C=CCOCC(CO)(COCC=C)COCC=C,60.0,61.82865,100.0,20.10849,1.8286514282226562,-79.89151000976562
"Propose two monomers that form a TSMP with Tg around 60°C, Er near 100 MPa, and containing vinyl(C=C) and vinyl(C=C) groups.",O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,O=c1n(CCN)c(=O)n(CCN)c(=O)n1CCN,60.0,203.83829,100.0,51.15638,143.83828735351562,-48.84362030029297
"Propose two monomers that form a TSMP with Tg around 60°C, Er near 100 MPa, and containing vinyl(C=C) and vinyl(C=C) groups.",C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,OP(=O)COC(=O)CCCCCC(C)(C)C,60.0,59.17353,100.0,23.502073,-0.8264694213867188,-76.49792671203613
"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).",CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,100.0,95.33591,100.0,97.88546,-4.664093017578125,-2.1145401000976562
"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).",c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,CC(CC)(C)N,100.0,83.73583,100.0,23.3474,-16.26416778564453,-76.6525993347168
"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).",O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,c1cccc(C)c1,100.0,155.39697,100.0,24.753967,55.39697265625,-75.24603271484375
"Generate a TSMP with Tg = 100°C and Er = 100 MPa, using functional groups acrylate(C=C(C=O)) and vinyl(C=C).",c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,C=CCOCBCC(CO)(COCC=C)COCC=C,100.0,90.197525,100.0,27.936268,-9.802474975585938,-72.0637321472168
Propose two monomers that form a TSMP with Tg = 150°C and Er = 200 MPa.,C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,CC(C)(C)N,150.0,117.423454,200.0,27.81674,-32.57654571533203,-172.18325996398926
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2,NCCOCCOCCN,100.0,145.24037,100.0,26.66558,45.24037170410156,-73.33441925048828
Create a thermoset polymer with Tg around 100°C and Er near 100 MPa.,Nc2ccc(Cc1ccc(N)cc1)cc2,NCCCOCCOCCCN,100.0,54.40421,100.0,20.56999,-45.59579086303711,-79.43000984191895
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,C=CC(=O)OCCCC,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,150.0,83.580734,200.0,22.714394,-66.41926574707031,-177.28560638427734
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,Nc2ccc(Oc1ccc(N)cc1)cc2,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,150.0,131.87265,200.0,36.489246,-18.127349853515625,-163.5107536315918
Generate a thermoset shape memory polymer with Tg = 150°C and Er = 200 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,150.0,146.08133,200.0,27.933598,-3.918670654296875,-172.06640243530273
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2,CC(C)(C)N,140.0,184.58852,80.0,34.37426,44.58851623535156,-45.62574005126953
Design a TSMP with a glass transition temperature of 140°C and an elastic recovery of 80 MPa.,CCCCCCCCC1OC1CCCCCCCC(=O)OCC(COC(=O)CCCCCCCC2OC2CC3OC3CC4OC4CC)OC(=O)CCCCCCCC5OC5CC6OC6CC7OC7CC,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,140.0,138.98051,80.0,29.68311,-1.0194854736328125,-50.316890716552734
Design a TSMP with a glass transition temperature of 60°C and an elastic recovery of 100 MPa.,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,CC(CN)CCCN,60.0,96.596886,100.0,55.089188,36.596885681152344,-44.91081237792969
Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,CCCCCCCCCN,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,100.0,132.18787,100.0,15.612506,32.1878662109375,-84.38749408721924
Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,CCCCCCCCCCCCCCCN,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,100.0,152.11197,100.0,15.6379,52.111968994140625,-84.36209964752197
Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,CCCCCCCCCN,40.0,55.22079,80.0,11.999707,15.22079086303711,-68.00029277801514
Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2,CCCCCCCCCCN,40.0,134.78087,80.0,23.766434,94.78086853027344,-56.23356628417969
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,100.0,70.9856,100.0,42.881958,-29.01439666748047,-57.1180419921875
Design a TSMP with a glass transition temperature of 100°C and an elastic recovery of 100 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CCc1cc(C)c(N)c(CC)c1N,100.0,90.678116,100.0,25.446335,-9.321884155273438,-74.55366516113281
Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CCc1cc(C)c(N)c(CC)c1N,150.0,90.678116,200.0,25.446335,-59.32188415527344,-174.5536651611328
Design a TSMP with a glass transition temperature of 150°C and an elastic recovery of 200 MPa.,C=C(C)C(=O)OC,CC(C)(C)N,150.0,137.67561,200.0,24.319668,-12.324386596679688,-175.6803321838379
Suggest a polymer system for Tg ≈ 140°C and Er ≈ 80 MPa.,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN,140.0,148.94917,80.0,32.986683,8.949172973632812,-47.0133171081543
Suggest a polymer system for Tg ≈ 140°C and Er ≈ 80 MPa.,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,140.0,162.81013,80.0,31.777645,22.810134887695312,-48.222354888916016
Suggest a polymer system for Tg ≈ 140°C and Er ≈ 80 MPa.,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CCc1cc(C)c(N)c(CC)c1N,140.0,158.04688,80.0,27.14112,18.046875,-52.85887908935547
Suggest a polymer system for Tg ≈ 140°C and Er ≈ 80 MPa.,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCC)COC(=O)CCCCCC,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,140.0,88.81731,80.0,19.947489,-51.18269348144531,-60.05251121520996
Suggest a polymer system for Tg ≈ 140°C and Er ≈ 80 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCc1cc(C)c(N)c(CC)c1N,140.0,81.99992,80.0,21.34262,-58.00007629394531,-58.657379150390625
Propose two monomers that form a TSMP with Tg = 40°C and Er = 80 MPa.,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O,40.0,185.11496,80.0,66.74957,145.11495971679688,-13.25042724609375
Propose two monomers that form a TSMP with Tg = 40°C and Er = 80 MPa.,C=CCOCC(CO)(COCC=C)COCC=C,CCS,40.0,44.466892,80.0,18.581316,4.466892242431641,-61.418684005737305
Propose two monomers that form a TSMP with Tg = 40°C and Er = 80 MPa.,C=COC(=O)CCCCCC(C)(C)C,C=COC(=O)CCCCCC(C)=O,40.0,101.27432,80.0,10.83147,61.274322509765625,-69.16853046417236
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=C(C)C(=O)OC,C=COC(=O)CCCCCCCC(=O)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)C=C,100.0,97.11019,100.0,15.340901,-2.8898086547851562,-84.6590986251831
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,c3cc(N(CC1CO1)CC2CO2)ccc3OCC4CO4,O=C(O)CCCC(=O)O,100.0,74.337585,100.0,26.617369,-25.66241455078125,-73.38263130187988
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4,CCc1cc(C)c(N)c(CC)c1N,100.0,158.04688,100.0,27.14112,58.046875,-72.85887908935547
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,C=C(C)C(=O)OCCCC,C=CC(=O)OCC(C)(C)C,100.0,58.594326,100.0,14.853374,-41.40567398071289,-85.14662647247314
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,N#COc3ccc(SCCCC(=O)OCC2CCC(C(=O)OCC1CCC(=O)OCCCCC(=O)OCC1CCC(=O)N)CC2)cc3,Nc2ccc(Cc1ccc(N)cc1)cc2,100.0,133.6094,100.0,70.38881,33.609405517578125,-29.611190795898438
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,100.0,171.64732,100.0,50.952087,71.64732360839844,-49.04791259765625
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,Nc2ccc(Cc1ccc(N)cc1)cc2,CCc1cc(C)c(N)c(CC)c1N,100.0,114.10376,100.0,23.771122,14.103759765625,-76.22887802124023
Suggest a polymer system for Tg ≈ 150°C and Er ≈ 200 MPa.,Nc2ccc(Cc1ccc(N)cc1)cc2,CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,150.0,195.15788,200.0,29.7147,45.15788269042969,-170.28529930114746
Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,C=Cc1cccc(C=C)c1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,140.0,258.16397,80.0,51.0423,118.16397094726562,-28.957698822021484
Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2,CCCCCCCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,140.0,106.64252,80.0,30.006372,-33.35748291015625,-49.99362754821777
Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,C=CCOC(CC)(CO)CO,C=CCCCCCCCN,140.0,53.135143,80.0,12.545163,-86.8648567199707,-67.45483684539795
Propose two monomers that form a TSMP with Tg = 140°C and Er = 80 MPa.,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,140.0,44.538265,80.0,21.589064,-95.46173477172852,-58.41093635559082
Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,NCCCOC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,CCCCN,60.0,65.92917,100.0,21.044895,5.929168701171875,-78.95510482788086
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,NCO,100.0,105.75481,100.0,24.37253,5.7548065185546875,-75.62747001647949
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,100.0,153.28964,100.0,26.558144,53.289642333984375,-73.44185638427734
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CC(=O)COCC(C)(C)C,100.0,72.56371,100.0,20.51026,-27.43628692626953,-79.4897403717041
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,c3cc(N(CC1CC1)CC2CO2)ccc3OCC4CO4,CCCCCCCCCCCCCCCCCN,100.0,70.200615,100.0,21.998251,-29.79938507080078,-78.00174903869629
Generate a thermoset shape memory polymer with Tg = 100°C and Er = 100 MPa.,Nc2ccc(Cc1ccc(N)cc1)cc2,NCCCOCCOCCCN,100.0,54.40421,100.0,20.56999,-45.59579086303711,-79.43000984191895
Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,Nc2ccc(Cc1ccc(N)cc1)cc2,CC(CN)CCCN,40.0,65.34885,80.0,26.080807,25.348846435546875,-53.919193267822266
Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,C=C(C)C(=O)OCCN,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,40.0,65.234764,80.0,26.499388,25.234764099121094,-53.50061225891113
Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,Nc2ccc(OOCC1CO1)cc2,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,40.0,69.95733,80.0,31.406883,29.95732879638672,-48.593116760253906
Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CCOCCOCCOCCOCCOCC(C)(C)C,40.0,65.357635,80.0,20.158861,25.357635498046875,-59.84113883972168
Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,NCCNCCN,40.0,77.35048,80.0,30.67451,37.35047912597656,-49.325490951538086
Design a TSMP with a glass transition temperature of 40°C and an elastic recovery of 80 MPa.,C=COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,NCCCOCCOCCCN,40.0,152.35495,80.0,23.456099,112.35494995117188,-56.543901443481445
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,Cc3cc(c2cc(C)c(OCC1CO1)c(C)c2)cc(C)c3OCC4CO4,CCCCC,100.0,103.14483,100.0,21.741936,3.1448287963867188,-78.25806427001953
Propose two monomers that form a TSMP with Tg = 100°C and Er = 100 MPa.,c2cc(OCC1CO1)ccc2Cc4ccc(OCC3CO3)cc4,NC,100.0,92.83106,100.0,29.466597,-7.168937683105469,-70.53340339660645
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,CC(COc4ccc(C(C)(C)c3ccc(OCC(C)OCC2CO2)cc3)cc4)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,150.0,179.52457,200.0,25.782982,29.524566650390625,-174.2170181274414
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,O=C(OCC1CO1)C(=O)OCC3CO3,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,150.0,179.58966,200.0,43.964275,29.58966064453125,-156.03572463989258
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,150.0,214.43855,200.0,40.439007,64.43855285644531,-159.56099319458008
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,O=C1CCC(=O)O1,CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,150.0,131.33182,200.0,141.11163,-18.668182373046875,-58.88836669921875
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,150.0,66.70813,200.0,24.50747,-83.2918701171875,-175.4925308227539
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,NCCCCOCCN,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,150.0,31.736914,200.0,15.192513,-118.26308631896973,-184.80748653411865
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,C=CC(=O)OCCCC,C=CC(=O)OCCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,150.0,149.23302,200.0,184.99648,-0.7669830322265625,-15.003524780273438
Create a thermoset polymer with Tg around 150°C and Er near 200 MPa.,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,150.0,173.60947,200.0,43.844143,23.609466552734375,-156.15585708618164
Generate a thermoset shape memory polymer with Tg = 140°C and Er = 80 MPa.,CC(=O)C1CCCCC1C(C)=O,CC(COCC(C)OCC(C)OCC(C)N)(COCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)N,140.0,129.10765,80.0,19.226042,-10.892349243164062,-60.77395820617676
Generate a thermoset shape memory polymer with Tg = 140°C and Er = 80 MPa.,Nc2ccc(Oc1ccc(N)cc1)cc2,CSC,140.0,128.29356,80.0,20.776136,-11.706436157226562,-59.22386360168457
Generate a thermoset shape memory polymer with Tg = 140°C and Er = 80 MPa.,NCCNCCN(CCNCCC(CN)CCNCCN)CCNCCN(CCNCCN)CCNCCN(CCN)CCN,C=COCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,140.0,66.77304,80.0,22.390337,-73.22695922851562,-57.609663009643555
Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,CC(=O)CC(C)=O,60.0,79.757774,100.0,17.44975,19.757774353027344,-82.55024909973145
Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,60.0,105.2461,100.0,26.981167,45.24610137939453,-73.01883316040039
Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,CC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,C=Cc1ccccc1,60.0,86.81259,100.0,77.937965,26.812591552734375,-22.062034606933594
Generate a thermoset shape memory polymer with Tg = 60°C and Er = 100 MPa.,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,60.0,54.198185,100.0,25.71656,-5.801815032958984,-74.28343963623047
Suggest a polymer system for Tg ≈ 100°C and Er ≈ 100 MPa.,c2cc(OCC1CO1)ccc2,Nc2ccc(S(=O)(=O)c1ccc(N)cc1)cc2,100.0,194.0443,100.0,31.606802,94.04429626464844,-68.39319801330566
