SL,SMILE1,SMILE2,Temperature,Prompt,Reactive_groups,Source_File
71,C(C)(c4ccc(OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,C(C)N(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.8,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes acrylate(C=C(C=O)) and vinyl(C=C) groups.,"['C1OC1', 'NC']",mix_generated_responses_s.json
72,C=C(C=O)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,0.8,Design a shape memory polymer with Tg ≈ 100°C and Er ≈ 100 MPa that includes acrylate(C=C(C=O)) and vinyl(C=C) groups.,"['C=C(C=O)', 'C=C']",mix_generated_responses_s.json
73,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
74,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
75,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
76,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
77,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
78,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
79,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
80,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
81,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
82,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
83,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
84,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.0,"Generate a TSMP with Tg = 150°C and Er = 200 MPa, using functional groups vinyl(C=C) and thiol(CCS).","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
85,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,1.0,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses_s.json
86,C=COC(=O)CCCCC(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)CC(=O)C(=C)C)cc1)cc2,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,1.3,"Propose two monomers that form a TSMP with Tg around 150°C, Er near 200 MPa, and containing vinyl(C=C) and thiol(CCS) groups.","['C=C', 'CCS']",mix_generated_responses_s.json
87,CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)CC6,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,1.3,"Propose two monomers that form a TSMP with Tg around 150°C, Er near 200 MPa, and containing vinyl(C=C) and thiol(CCS) groups.","['C1OC1', 'NC']",mix_generated_responses_s.json
88,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,C=CCCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.3,"Create a thermoset polymer with Tg = 140°C, Er = 80 MPa, and monomers featuring thiol(CCS) and vinyl(C=C) groups.","['CCS', 'C=C']",mix_generated_responses_s.json
89,C=C(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,1.3,Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,"['C1OC1', 'NC']",mix_generated_responses_s.json
90,C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC1CO1)cc1)cc2,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.3,Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,"['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
91,c2cc(OCC1CO1)cc(C(C)(C)C)c2OCC3CO3,NCCc1cc(CN)cc(c1)N,1.6,"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_s.json
92,CC(C)(c4ccc(OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,1.6,"Propose two monomers that form a TSMP with Tg around 40°C, Er near 80 MPa, and containing epoxy(C1OC1) and imine(NC) groups.","['C1OC1', 'NC']",mix_generated_responses_s.json
93,CC(C)(c3ccc(OCCOCC1CO1)cc2c(CCccc2OCCOCC1CO1)cc3)c4ccc(OCCOCC3CO3)cc4,NCCCOCCOCCCN,1.6,"Suggest a TSMP system that satisfies Tg = 150°C and Er = 200 MPa, incorporating vinyl(C=C) and thiol(CCS) functionalities.","['C1OC1', 'NC']",mix_generated_responses_s.json
94,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,O=C(O)C=Cc1cccc(C=C)c1,1.6,"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.","['C=C(C=O)', 'C=C']",mix_generated_responses_s.json
95,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=CCOC(CC=C)OC(=O)C,1.6,"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.","['C=C(C=O)', 'C=C']",mix_generated_responses_s.json
96,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,C=C[C](COC(=O)CCS)COC(=O)CCS,1.6,"Suggest a TSMP system that satisfies Tg = 100°C and Er = 100 MPa, incorporating acrylate(C=C(C=O)) and vinyl(C=C) functionalities.","['C=C', 'CCS']",mix_generated_responses_s.json
97,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,C=C(N)C(=C)OCCCCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,2.0,"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.","['C=C(C=O)', 'C=C']",mix_generated_responses_s.json
98,C=C(C)C(=O)OCCC(=O)CCCC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,2.0,"Suggest a TSMP system that satisfies Tg = 140°C and Er = 80 MPa, incorporating thiol(CCS) and vinyl(C=C) functionalities.","['C=C', 'C=C(C=O)']",mix_generated_responses_s.json
99,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C(C)(C)S(C(=O)OCCC(C)(C)C)C(C)(C)C,2.0,Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,"['C=C', 'CCS']",mix_generated_responses_s.json
100,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,2.0,Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,"['C=C', 'CCS']",mix_generated_responses_s.json
101,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CS)CCCCCC(OC(=O)CCS)CCCCCCC.S,2.0,Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,"['C=C', 'CCS']",mix_generated_responses_s.json
102,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C(C)(C)S,2.0,Design a shape memory polymer with Tg ≈ 60°C and Er ≈ 100 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,"['C=C', 'CCS']",mix_generated_responses_s.json
