SL,File_Source,Row_Original,Monomer 1,Monomer 2,Status
90,extracted_monomers_gpt4o_mini_mix-u.csv,113,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,NCc1cccc(CN)c1,New_Unique
91,extracted_monomers_gpt4o_mini_mix-u.csv,114,C=C(CC(=O)OCCOC(=C)CC(=O)OCCOC(=C)C(=C)C)OCCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC=O,CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,New_Unique
92,extracted_monomers_gpt4o_mini_mix-u.csv,115,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCCCOC(=O)CCC,New_Unique
93,extracted_monomers_gpt4o_mini_mix-u.csv,116,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CC(N)COCC(C)OCC(C)OCC(C)N,New_Unique
94,extracted_monomers_gpt4o_mini_mix-u.csv,117,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(C)(C)COCCOCCOCCOCCOCCOCCOCCOCCOC(C)(C)COCCOCCOCCOCCOCCOCCOC(C)(C)COCCC(=O)OCCC(=O)OCCC(=O)OCCC(=O)OCCC(=O)OCCC(=O)OCCC(=O)OCCC(=O)OCCC(=O)OCCC(=O)OCCC(=O)OCCC(=O)OCCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(C)(C)COCCC(=O)OCC(CC)(COC(=O)CC)COC(=O)CC,New_Unique
95,extracted_monomers_gpt4o_mini_mix-u.csv,118,C=C(C)C(=O)OCCOC(=O)C(=C)C,CC(C)(cccc2CC2)c1ccc(Oc3ccc(C(C)(C)C)cc3)cc1,New_Unique
96,extracted_monomers_gpt4o_mini_mix-u.csv,119,CC(C)(c2ccc(OCC1CO1)c2)c4ccc(OCC3CO3)c4,CC(C)(C)N,New_Unique
97,extracted_monomers_gpt4o_mini_property-u.csv,1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CC1(C)CC(N)CC(C)(CN)C1,New_Unique
98,extracted_monomers_gpt4o_mini_property-u.csv,3,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O,New_Unique
99,extracted_monomers_gpt4o_mini_property-u.csv,6,CC(C)(c2ccc(OCCOCCOCCOCCOCC1)cc1)cc4OCCOCCOCCOCC3/c2ccc(OC4CCN4CC(OCC3)(OCC3)CC4)cc1,NCc1cccc(CN)c1,New_Unique
100,extracted_monomers_gpt4o_mini_property-u.csv,9,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,NCCCOCCOCCCN,New_Unique
101,extracted_monomers_gpt4o_mini_property-u.csv,10,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)N,New_Unique
102,extracted_monomers_gpt4o_mini_property-u.csv,11,CCCCCCCCCCC1OC1CCCCCCCCCC(=O)OC(=O)CCCCCCCCCC1OCC(COC(=O)CCCCCCCCCC1OCC(OCC(OCC3OCC(C)C(C)O3)OCC2OCC2C(=O)OCC4OCC(CO4)CO4)CO2)CO1,CC(C)(C)N,New_Unique
103,extracted_monomers_gpt4o_mini_property-u.csv,12,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(C)=O,CCCCCCCCC(=O)OCC(CC)(COC(=O)CC(C)C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)COC(=O)CC(C)OCC(C)(CC)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,New_Unique
104,extracted_monomers_gpt4o_mini_property-u.csv,13,CC(C)(c2ccc(OCCOCCOCCOC1CCC1)cc2)c4ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)cccc(OCCOCCOCCOCC(O)Cc5ccc(C(C)(C)C)cc5)cc4,CC1(C)CC2(C)CC1C(=O)OC2(C)C,New_Unique
105,extracted_monomers_gpt4o_mini_property-u.csv,14,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,New_Unique
106,extracted_monomers_gpt4o_mini_property-u.csv,15,CC(C)(C1CCC(OCC(O)COC2CCC(C(C)(C)C3CCC(OCC4CO4)CC3)CC2)CC1)C1CCC(OCC2CO2)CC1,NCCCOCCOCCCN,New_Unique
107,extracted_monomers_gpt4o_mini_property-u.csv,16,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OC(C)(C)C,New_Unique
108,extracted_monomers_gpt4o_mini_property-u.csv,18,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CCN(CC)CCcccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCc2ccc(OCCc3ccc(N(CC)CC)cc3)cc2,New_Unique
109,extracted_monomers_gpt4o_mini_property-u.csv,19,OC(\C=C\OCCOC(=O)C(C)(C)C)(c2ccc(OCCOC(=O)C(C)(C)C)cc2)cc4OC(c3ccc(OCCOC(=O)C(C)(C)C)cc3)CC4,CC(C)(C)N,New_Unique
110,extracted_monomers_gpt4o_mini_property-u.csv,20,C=CC(=O)OC(C=C)(C=C)C(C)(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C=C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)(C)C=C,C=C(C)C(=C)OCC(COC(C)=O)(COC(C)=O)COC(C)=O,New_Unique
111,extracted_monomers_gpt4o_mini_property-u.csv,21,CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCC2CCO2)cc1,NCCCN,New_Unique
112,extracted_monomers_gpt4o_mini_property-u.csv,23,C=CC(=O)OC(C)(C)C,C=CCOCc2ccc(C=C)cc1OCC1=c2,New_Unique
113,extracted_monomers_gpt4o_mini_property-u.csv,24,CC(C)(c1ccc(OCCOCCOCCC2CO2)cc1)c1ccc(OCCOCCC2CO2)cc1,CC(C)(C)N,New_Unique
114,extracted_monomers_gpt4o_mini_property-u.csv,25,CC12CCCCC(CC1)CN(CC1CC1)C1CC1CN(CC1CC1)C1CC1CNS(=O)(=O)CO2,CCC(CC)(CC)OCC(CC)(COC(CC)(CC)OCC(OCC(C)COC(C)(C)OCC(C)OCC(C)OCC1(C)CO1)C(=O)NCC(C)CC(OCC(C)CC(C(=O)NCC(C)CC(OCC(C)CC(C(=O)NCC(C)CC(OCC(C)CC(C(=O)NCC(C)CC(OCC(C)CC(C(=O)NCC(C)CC(OCC(C)CC(C(=O)NCC(C)CC(OCC(C)CC(C(=O)NCC(C)CC(OCC(C)CC(C(=O)NCC(C)CC(OCC(C)CC(C(=O)NCC(C)CC(OCC(C)CC(C(=O)NCC(C)CC(OCC(C)CC(C(=O)NCC(C)CC(OCC(C)CC(C(=O)N,New_Unique
115,extracted_monomers_gpt4o_mini_property-u.csv,32,c1ccc(N(CC2CO2)CC2CO2)cc1,CCC(CO)(COCC(C)N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,New_Unique
116,extracted_monomers_gpt4o_mini_property-u.csv,36,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CCC(COCC(C)COCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,New_Unique
117,extracted_monomers_gpt4o_mini_property-u.csv,39,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CCCCCCCCCN,New_Unique
118,extracted_monomers_gpt4o_mini_property-u.csv,41,c1cc(N(CC2CO2)CC2CO2)ccc1N(CC1CO1)CC1CO1,CC(N)CC(CC(C)N)(CC(C)N)C(C)(CN)CC1(C)C(C)(C)CC(N)CC1(C)CN,New_Unique
119,extracted_monomers_gpt4o_mini_property-u.csv,43,CC(COc1ccc(C(C)(C)c2ccc(OCC(C)OCC3CO3)cc2)cc1)OCC1CO1,Nc2ccc(Cc1=CN(CC1)CC2=CN(CC2)CC3=CN(CC3)CC4=CN(CC4)CC(=C)Ccccc(Ncccc(Cc7=CN(CC7)CC8=CN(CC8)CC9=CN(CC9)CC(=C)Ccccc(Ncccc(Cc12=CN(CC12)CC13=CN(CC13)CC14=CN(CC14)CC(=C)Ccccc(Ncccc(Cc17=CN(CC17)CC18=CN(CC18)CC19=CN(CC19)CC(=C)Ccccc(Ncccc(Cc22=CN(CC22)CC23=CN(CC23)CC24=CN(CC24)CC(=C)Ccccc(Ncccc(Cc27=CN(CC27)CC28=CN(CC28)CC29=CN(CC29)CC(=C)Ccccc(Ncccc(Cc32=CN(CC32)CC33=CN(CC33)CC=CN(CC,New_Unique
120,extracted_monomers_gpt4o_mini_property-u.csv,44,O=C(OCC1CO1)C1CC2OC2CC1OCC1CO1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,New_Unique
121,extracted_monomers_gpt4o_mini_property-u.csv,45,O=C(OCC1CO1)C1CC2OC2CC1OCC1CO1,CCC(N)COC(CC)COC(CC)COC(CC)COC(CC)COC(C)COC(C)COC(C)COC(C)COC(CC)COC(CC)COC(=O)NC(C)(C)CNC(=O)OCC(CC)OCC(CC)OCC1CO1,New_Unique
122,extracted_monomers_gpt4o_mini_property-u.csv,46,Cc1cc(Cc2c(C)cc(OCC3CO3)cc2C)cc(OCC2CO2)c1,CCC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,New_Unique
123,extracted_monomers_gpt4o_mini_property-u.csv,47,CC(C)(C)N,CCCCc1cccc(C(=O)OCCCC)(c1=O),New_Unique
124,extracted_monomers_gpt4o_mini_property-u.csv,48,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,New_Unique
125,extracted_monomers_gpt4o_mini_property-u.csv,49,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,CC(N)COCC(CC)(CO)COC(CC)(COC(=O)CC)(COC(=O)CC)COC(=O)CC,New_Unique
126,extracted_monomers_gpt4o_mini_property-u.csv,50,c2ccc1c(=O)c3cc(CC1=c2)c(=O)n3Cc4ccc(N(CCc3=O)CCc2=O)cc4,NCc1ccc(Cc2ccc(Nc3cccc(Cc4ccc(Nc5cccc(Cc1)cc5)cc4)cc3)cc2)cc,New_Unique
127,extracted_monomers_gpt4o_mini_property-u.csv,53,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,CC1(C)CC(N)CC(C)(CN)C1(C)C,New_Unique
128,extracted_monomers_gpt4o_mini_property-u.csv,54,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,New_Unique
129,extracted_monomers_gpt4o_mini_property-u.csv,55,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,New_Unique
130,extracted_monomers_gpt4o_mini_property-u.csv,61,c1cc(N(CC2CO2)CC2CO2)ccc1N(CC1CO1)CC1CO1,NCCOCCOCCN,New_Unique
131,extracted_monomers_gpt4o_mini_property-u.csv,62,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,Nc1ccc(Cc2cccc(Nc2)c1)cc3cccc(Nc3Cc6cccc(Nc5CCCC5)cc6)N,New_Unique
132,extracted_monomers_gpt4o_mini_property-u.csv,63,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=CC(=O)OCCn1c(=O)n(CCOC(=C)C(=C)C)c(=O)n(CCOC(=O)C=C)c1=O,New_Unique
133,extracted_monomers_gpt4o_mini_property-u.csv,64,CC(C)(c1ccc(OCCOCCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,NCc1cccc(CN)c1,New_Unique
134,extracted_monomers_gpt4o_mini_property-u.csv,65,CC(C)(c2ccc(OCCOCCOCCOC1CO1)cc2)c4ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(c3ccc(OCCOCCOCCOCC(O)CC1CO1)CC3)CC4,NCCOCCOCCOCCOCCN,New_Unique
135,extracted_monomers_gpt4o_mini_property-u.csv,66,CCOCCOCCOCCOCCOCCOCCOCCOc1ccc(C(C)(C)c2ccc(OCCOCCOCCOCC)cc2)cc1,O=c1n(CCS)c(Nc2ccc(S(=O)(=O)cccc(C(=O)OCC(C)C(C)C(=O)OCC(C)C(=O)OCC(C)C(=O)OCC(C)C(=O)OCC(C)C(=O)N(c5ccc(S(=O)(=O)OCC(C)C(=O)OCC(C)C(=O)OCC(C)C(=O)OCC(C)C(=O)N(CCS)CCS)c5)cc)c2c1OCC(C)(C)OCC(C)(C)OCC(C)(C)OCC(C)(C)OCC(C)(C)N(CCS)CCS,New_Unique
136,extracted_monomers_gpt4o_mini_property-u.csv,67,CC(C)(c2cccc(OCC1CO1)c2)c4ccc(OCC3CO3)c(=O)c6ccc(OCC4CO4)c(=O)c3ccc(OCC2CO2)c(=O)c6c,Nc1ccc(Cc1)CC(N)COC(CC(N)C)CC(N)COc2ccc(CC(N)COc3ccc(N)cc3)cc2,New_Unique
137,extracted_monomers_gpt4o_mini_property-u.csv,70,c1cc(N(CC2CO2)CC2CO2)ccc1N(CC1CO1)CC1CO1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,New_Unique
138,extracted_monomers_gpt4o_mini_property-u.csv,71,O=C(OCC1CO1)C4CC3(C(=O)OCC2CO2)CC(=C)C4(C)C3(=C)C(=O)OCC6CO6,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,New_Unique
139,extracted_monomers_gpt4o_mini_property-u.csv,72,CC(C)(C1CCC(OCC(O)COC2CCC(C(C)(C)C3CCC(OCC4CO4)C3)CC2)CC1)C1CCC(OCC2CO2)CC1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,New_Unique
140,extracted_monomers_gpt4o_mini_property-u.csv,73,CCC(CC)(c1ccc(OCC(O)COc2ccc(C(C)(C)c4ccc(OCC(O)COc3ccc2)ccc4)ccc3)ccc2)ccc1,CC(C)(C)c1ccc(OCC(O)COc3cccc(C(C)(C)c2ccc(OCC(O)COc1)ccc2)ccc3)ccc4OCC(O)COc4,New_Unique
141,extracted_monomers_gpt4o_mini_property-u.csv,75,CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1,CC(N)COCC(C)OCC(C)OCC(C)N,New_Unique
142,extracted_monomers_gpt4o_mini_property-u.csv,77,CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1,CC(C)(C)N,New_Unique
143,extracted_monomers_gpt4o_mini_property-u.csv,86,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CCCCCCCCCCCCN,New_Unique
144,extracted_monomers_gpt4o_mini_property-u.csv,89,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)S,New_Unique
145,extracted_monomers_gpt4o_mini_property-u.csv,90,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CC(N)CO,New_Unique
146,extracted_monomers_gpt4o_mini_property-u.csv,93,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,New_Unique
147,extracted_monomers_gpt4o_mini_property-u.csv,94,Cc2cccc1c2C(=O)OC(=O)Cc2ccc(OCC1CO1)c2CCc2ccc(OCC3CO3)c2OCC4CO4,Nc1c(S)n(S)c1n(S)c2c(N)n(S)c1c1c(N)n(S)c2c(S)n(S)c1N,New_Unique
148,extracted_monomers_gpt4o_mini_property-u.csv,95,C=CC(=O)OC(C=C)C(=O)OCC(C)=OCC(C)=OCC(C)(C)C,CC(=O)NCC1(C)CCC(NC(=O)CC2(C)CC(N)C2)CC(C)CC(NC(=O)CC2(C)CC(NCC(=O)OCC3(C)CC(N)C3)C2)C1,New_Unique
149,extracted_monomers_gpt4o_mini_property-u.csv,97,Nc2ccc(OCC1CO1)c2Cc4ccc(Nc3ccc(OCC4CO4)c3)cc1,CC1(C)CC(N)CC(C)(CN)C1,New_Unique
150,extracted_monomers_gpt4o_mini_property-u.csv,98,CC(C)(c1ccc(OCCOCCOCCCOCC2CO2)cc1)c1ccc(OCCOCCOCCCOCC2CO2)cc1,CCSCCn1c(=O)n(CCSCC)c(=O)n(CCSCC)c1=O,New_Unique
151,extracted_monomers_gpt4o_mini_property-u.csv,104,CC(C)(c1ccc(OCCOCCOCCOCCOCCOCCOC2CC2)cc1)c1ccc(OCCOCCOCCOC2CC2)cc1,NCCCOCCCOCCCOCCCN,New_Unique
152,extracted_monomers_gpt4o_mini_property-u.csv,106,CC(C)(c1ccc(OCCOCCOCCOCC2CCC2)cc1)c1ccc(OCCOCCOCCOCC2CCC2)cc1,CC(N)COCC(C)OCC(C)OCC(C)N,New_Unique
153,extracted_monomers_gpt4o_mini_property-u.csv,109,CC(=O)OCCnc(=O)n(CCOC(=O)C(C)C(C)(C)C)CN(CCOC(=O)C(C)C(C)(C)C)CCOC(=O)C(C)C(C)(C)C,CC(C)(C)N,New_Unique
154,extracted_monomers_gpt4o_mini_property-u.csv,111,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,NCCN(CCN(C)CCN(CCN(C)CCN(C)CCN(CCN(C)CCN(C)CCN(C)CCN(C)CCN(CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(CCN(C)CCN(C)CCN(C)CCN(C)CCN(C),New_Unique
155,extracted_monomers_gpt4o_mini_property-u.csv,112,CCCC(c3ccc(OCCOCCOCCOCC)(c2ccc(OCCOCCOCCOCC)cc2)cc3)CCc6ccc(OCCOCCOCCOCC)cc6,NCCC(CN)c1ccc(CN)cc1CN,New_Unique
156,extracted_monomers_gpt4o_mini_property-u.csv,113,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(=O)N1,New_Unique
157,extracted_monomers_gpt4o_mini_property-u.csv,114,CC(C)(C1CCC(OCC(O)COC2CCC(C(C)(C)C3CCC(OCC4CO4)C3)CC2)CC1)C1CCC(OCC2CO2)CC1,CC(C)N,New_Unique
158,extracted_monomers_gpt4o_mini_property-u.csv,115,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CCNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CNC(=O)OCC(C)CN,New_Unique
159,extracted_monomers_gpt4o_mini_property-u.csv,116,CCC(=O)OCC(COC(C)=O)(COC(=O)CC)COC(=O)CC,CCC(CO)(COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(=O)C(CC)(CO)COC(C)=O)C(=O)O,New_Unique
160,extracted_monomers_gpt4o_mini_property-u.csv,117,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,NCCN(CCN1CCCC1)CCN(CCN1CCCC1)CCN1CCCC1,New_Unique
161,extracted_monomers_gpt4o_mini_property-u.csv,118,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,NCc5ccc(Cc4ccc(N)c(OCC(O)COcccc(N)c)cc4)cc5,New_Unique
162,extracted_monomers_gpt4o_mini_property-u.csv,119,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CCCl,New_Unique
163,extracted_monomers_gpt4o_mini_property-u.csv,120,c1ccc(OC2CO2)cc1,CC(C)N,New_Unique
164,extracted_monomers_gpt4o_mini_property-u.csv,122,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CCCCCCCCCCCCCCCCCN,New_Unique
165,extracted_monomers_gpt4o_mini_group-u.csv,1,Cc1cc(OCCOCC2CO2)ccc1OCCOCC1CO1,CC1(C)CC(N)CC(C)(CN)C1,New_Unique
166,extracted_monomers_gpt4o_mini_group-u.csv,2,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)N,New_Unique
167,extracted_monomers_gpt4o_mini_group-u.csv,3,COCC(COCCOCC1CO1)OC1CO1,CC1(C)CC(N)CC(C)(CN)C1,New_Unique
168,extracted_monomers_gpt4o_mini_group-u.csv,4,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN,New_Unique
169,extracted_monomers_gpt4o_mini_group-u.csv,6,Cc1cc(OCCOCC2CO2)ccc1OCCOCC1CO1,CCN(C)CCN1CC(C)C(=O)N(CCN(CC)CC)C1(C)C,New_Unique
170,extracted_monomers_gpt4o_mini_group-u.csv,7,Cc1ccc2cc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC2)c1Ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC3)c(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC3)c(Cc2ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC1)cc2,NCCNCCN,New_Unique
171,extracted_monomers_gpt4o_mini_group-u.csv,9,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CCC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,New_Unique
