Fixed Monomer 1,Fixed Monomer 2
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N
c3cc(N(CC1CO1)CC2CO2)ccc3N(CC4CO4)CC5CO5,NCCOCCOCCN
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=C)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCCC3CO3)cc4,NCc1cccc(CN)c1
CC(C)(C1=CC=COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(C2=CC=C(OCCOCCOCCOCC(O)CC3CO3)CC2)CC1)c1ccc(OCCOCCOCCOC2CO2)cc1,NCCOCCOCCOCCOCCN
c3cc(N(CC1CO1)CC2CO2)ccc3N(CC4CO4)CC5CO5,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N
CC1CC2(C(O)OCC3CO3)CC(C(O)OCC3CO3)C1(C)C2(C)C(O)OCC1CO1,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N
CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)C6,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N
C1OC1(C)C1COC1COC1COC1COC1COC1COC1COC1COC1COC1COC1COC1OCC4OCC3OCC2OCC1OCC1OCC2OCC3OCC4OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C),OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N
CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N
CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(C)(C)N
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCC(=O)OCCCCC
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCCCCCCCCCCN
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)S
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(N)CO
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS
CCC(O)OC(CC)C(O)OCC(C)OCC(C)OCC(C)(C)C,CC1CC(NC(O)CC2(C)CC(N)C2)CCC(C)(CNC(C)O)CC(NC(O)CC2(C)CC(NCC(O)OCC3(C)CC(N)C3)C2)C1
CC(C)(c2ccc(OCCOCCOCCCOCC1CO1)cc2)c4ccc(OCCOCCOCCCOCC3CO3)cc4,O=c1n(CCSCC)c(=O)n(CCSCC)c(=O)n1CCSCC
CC(C)(c2ccc(OCCOCCOCCOC1CC1)cc2)c4ccc(OCCOCCOCCOCCOCCOCCOC3CC3)cc4,NCCCOCCCOCCCOCCCN
CC(C)(c2ccc(OCCOCCOCCOCC1CCC1)cc2)c4ccc(OCCOCCOCCOCC3CCC3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N
CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(N)COCC(C)OCC(C)OCC(C)N
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CNCCN(C)CCN(C)CCN(C)CCN(C)CCNCCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCNCCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCNCCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCNCCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCNCCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCNCCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)CCNCCN(C)CCN(C)CCN(C)CCN(C)CCNCCN(C)CCN(C)CCNCCN(C)CCNCCN
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(=O)N1
CC(C)(C4CCC(OCC(O)COC3CCC(C(C)(C)C2CCC(OCC1CO1)CC2)CC3)CC4)C6CCC(OCC5CO5)C6,CC(C)N
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC(C)COC(=O)NCC
CC(=O)OCC(COC(=O)CC)(COC(=O)CC)COC(=O)CC,CC(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)OCC(CC)(CO)C(=O)O
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,NCCN(CCN1CCCC1)CCN(CCN2CCCC2)CCN3CCCC3
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCl
c1ccc(OC3CO3)cc1,C(C)(C)N
CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,CC(C)(C)N
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCCCCCCCCCCCCCCCN
Cc3cc(c2cc(C)c(OCC1CO1)c(C)c2)cc(C)c3OCC4CO4,CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N
CC(C)(c2ccc(OCCOCCOCCOC1CCC1)cc2)c4ccc(OCCOCCOCCC3CC3)cc4,NCCOCCOCCN
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(CN)CCCN
C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC=C)CC(C)(C)1,NCCOCCOCCN
CC(C)(c4ccc(OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)cc4)c6ccc(OCC5CO5)cc6,CC(N)COCC(C)OCC(C)N
CCCCCCCCCCCCCCC(=O)OCCn1c(=O)n(CCOC(=O)CC)c(=O)n(CCOC(=O)CC)c1=O,CCCCC(C)(C)COC(=O)NCCNOC(=O)CC(C)(C)CC
CC(C)(c2ccc(OCCOCC1CO1)cc2)c4ccc(OCCOCC3CO3)cc4,NCCCOCCCOCCCN
CCOCCOCCOCCOc1ccc(C(C)(C)c2ccc(OCCOCCOCCOCC)cc2)cc1,NCCOCCOCCOCCOCCN
C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CCCC(=O)OCC(COC(=O)CC)(COC(=O)CC)COC(=O)CC
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(C)(C)CC(C)(C)C1
C=C(C)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,CC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)OCC(CS)
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CC=C)(COC(=O)CC=C)COC(=O)CC=C
C=C(C)OCC(O)(COC=C)COC(=O)NCC1(C)CC(C)(C)C1,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(C)(C)C1
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC
C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,CCC(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)N
C=C(C)C(=C)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2,CC(C)(C)N
C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CCCC(=O)OCC(COC(=O)CCCC)OC(=O)CCCC
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)C(=O)N1
CC(C)(c2ccc(OCCOCCOCCOCC1CC1)cc2)c4ccc(OCCOCCOCCOCC3CC3)cc4,NCCOCCOCCOCCN
C=C(C)C(=C)OCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1
C=C(C)C(=O)OCCOC(=O)C(=C)C,C=C(CCS)CC(C)=O
C=CC(=O)OCCCCCC(OCC=C)(OCC=C)OCC=C,CCCC(=O)OCC(CC)(COC(=O)CC)COC(=O)CC
C=C(C)C(=O)OCCOC(=O)C(=C)C,NCCCCC(=O)OCCOCCOCCN
C=CCc1cccc(C=C)c1,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCC(C)=O
C=CCc1ccccc1OCC(O)COC(=O)Cc4ccc(C(=O)OCC(O)COc3ccccc3CC=C)cc4,O=c1ccc(=O)n1c4ccc(Cc3ccc(N(CC)CC)cc3)cc4N(CC)CC
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2C=C)cc3,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS
C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O
C=C(C)OCC(O)(COC(=O)CC=C)COC(=O)CC=C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
C=C(C)C(=O),OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC
C=CCc1ccccc1OCC(O)COC(=O)Cc3ccccc3Cc2ccc(OCC(O)COC(=O)CC=C)cc2,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CC(C)(c4ccc(OCC(O)COC(=O)CCS)(c3ccc(OCC(O)COC(=O)CCS)cc3)c4)c2ccc(OCC(O)COC(=O)CCS)cc2
C=C/C(=O)/O/C1CCC1,C=C/C(=O)/O/C(=O)/OCC/C(=O)OCC
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(C)(C)C1
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC(C)(c6ccc(OCC5CO5)cc6)c8ccc(OCC7CO7)cc8
C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,CC(C)(C)N
C=CCc1ccccc1OCC(O)COC(=O)c3ccc(C(=O)OCC2COC2)cc3,CC(C)(C)N
C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,C=Cc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc3ccccc3CC=C
C=CCc1ccc(OCCOCCOCCOC(=O)CC(C)(C)C)cc1,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O
CC=C(C)OCOCCOC(=O)C(CC)(C)C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
CC=C(C)OCC(OCC=C)(OCC=C)OCC(OCC=C)(COC(=O)CC=C)COC(=O)CC=C,CCC(N)CC(C)(C)N
C=C(C)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
CCOCC(O)(COC(C)C)COC(O)NCCCO,C=C(C)C(=C)OCC(OCC(C)OCC(C)OCC(C)OCC(C)OC(=O)NCC1CO1)C(=C)OCC(C)OCC(C)OCC(C)OCC(C)OC(=O)NCC2CO2
CC=C(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CCCCC(=O)OCC(OCC(O)(C)COC(=O)CCS(=O)(C)(C)C)(OCC(O)(C)COC(=O)CCS(=O)(C)(C)C)OCC(O)(C)COC(=O)CCS(=O)(C)(C)C,CC(=O)OCC1CO1
C=CCc1ccccc1OCC(O)COC(=O)Cc3ccccc3Cc2ccc(OCC(O)COC(=O)Cc1ccccc1)cc2,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC1(C)CC(O)(C)CC1(C)C
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(CC)OCC(CO)(CO)CO
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=C)OCOC(=O)C(=C)C
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS
C=C(OCC1CO1)C(=O)OCC4CO4,CC(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)N
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS
CCCc1cccc(Cc2ccccc2)c1,C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C
O=C(OCCOc2ccc(C(=O)OCC(OCC)(OCC)OCC)cc2)C3CC3,CC(CN)CCCN
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=C
C=C(C)C(=C)OCOCCOCOCCOCOCCOC(=O)C(=C)C,C=C(CCS(=O)(=O)N)CCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N
C=C(C)C(=O)OCCOC2OC2COC(=O)C(=C)C,C=C(CCS(=O)(=O)N)OCC(COC(=O)NCC=C)OC(=O)NCC=C
C=C(C)C(=C)OCOCCOC(=O)CC(=C)OCOCCOC(=O)C(C)=C,C=CCOCC(CO)(COCC=C)COCC=C
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC(=O)OCC(CO)(CO)CO
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC(C)(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,CC(C)(C)N
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC(C)(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC
C=CCc1cccc(C=C)c1,CC(C)COCCC(C)COC(O)C(C)(C)COCCC1(C)COC(O)C(C)(C)COCCC(C)COC(O)C(C)(C)COCCC(C)COC(O)C(C)(C)COCCC(C)COC(O)C(C)(C)COCCC(C)COC(O)C(C)(C)COCCC(C)COC(O)C(C)(C)COCCC(C)COC(O)C(C)(C)COCCC(C)COC(O)C(C)(C)COCCC(C)CNC(O)OCC(O)COCCOC(O)NCCC1(C)CNC(O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(O)C(C)(C)C
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,O=CCOCCOCCOCCOCCOCCOCCOCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC
CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC1(C)CC(O)(CO)CC1C
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
C=C(C)C(O)Cc1cccc(O)c1,C=C(CCS)OCCn1c(=O)n(CCS)c(=O)n(CCS)c(=O)n(CCS)c1=O
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,Cc1cccc(CN)c1
