SL,SMILE1,SMILE2,Temperature,Prompt,Non_Reactive_groups,Source_File
93,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
94,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
95,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
96,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
97,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,CC\1=NC(=O)C(=C/C1=C\2/C=CN3C=CNC3=C2)C#N,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
98,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.3,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
99,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
100,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C=C=Cn1cc(c(=O)c2c1cc(c(c2)F)Cl)C(=O)[O-],1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
101,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
102,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,C[C@H](C(=O)[C@@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C)O,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
103,C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
104,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,C[C@]1(CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C)O,1.6,Suggest a TSMP system with one monomer having vinyl(C=C) groups and the other featuring vinyl(C=C) groups.,[],groups_generated_responses_large.json
105,CCOC(=O)/C(=C/c1ccc(cc1)[N+](=O)[O-])/C(=O)C,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,1.6,Design a thermoset shape memory polymer using monomers that include acrylate(C=C(C=O)) and vinyl(C=C) functionalities.,[],groups_generated_responses_large.json
106,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,CC(CN)CCCN,1.0,"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.",[],mix_generated_responses_large.json
107,CC(C/OCC1CO1)(COCC2CO2)COCC3CO3,CC(N)COCC/C(=O)/O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,1.6,"Create a thermoset polymer with Tg = 40°C, Er = 80 MPa, and monomers featuring epoxy(C1OC1) and imine(NC) groups.",[],mix_generated_responses_large.json
108,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,1.3,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],mix_generated_responses_large.json
109,C=C(C)C(=O)OCCCC,C=COC(=O)CC(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],mix_generated_responses_large.json
110,C#CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC#C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],mix_generated_responses_large.json
111,C=CC1=C([O])C(=C(C(=O)C1=O)CC=C(Cl)Cl)[O-],CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing vinyl(C=C) and hydroxyl(=O) groups.",[],mix_generated_responses_large.json
112,CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,1.0,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
113,C=CCc1ccccc1OCCC3COC(=O)CC3C(=O)OCC2CO2,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC(C)OCCOCC,1.3,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
114,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,C,1.3,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
115,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.6,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
116,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS,1.6,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
117,CCC(C/C=C\CC(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,CCCCCCCCCN,1.6,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
118,C=C(C)C(=O)OCCCC,C,1.6,"Create a thermoset polymer with Tg = 150°C, Er = 200 MPa, and monomers featuring vinyl(C=C) and thiol(CCS) groups.",[],mix_generated_responses_large.json
119,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,CCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O,1.0,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
120,C=CC(=O)OCCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=Cc1ccccc1,1.3,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
121,C=C(C)C(=C)OCOCCOC(=O)C(=C)C,c1ccc3c(c1)c2ccccc2C3=O,1.6,"Propose two monomers that form a TSMP with Tg around 140°C, Er near 80 MPa, and containing thiol(CCS) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
122,C=CCOCC(CO)(COCC=C)COCC=C,CCC(COCC(C)OCC(C)N)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,0.8,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
123,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(=O)O[C@@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,0.8,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
124,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C,1.0,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
125,C1OC1COC3COC4C(OC2CO2)COC34,CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.0,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
126,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,CC(C=Cc1cccc(C=C=C)c1)(C=C=C)c3cccc(C=C=C)c3,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
127,C=C(C)C(=O)OCCCC,CCC(C=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
128,C1OC1COC3COC4C(OC2CO2)COC34,CC/N=C/c1ccc(cc1)Cl,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
129,NCc1ccccc1C(=O)OCC(O)COc2ccc(C(C)(C)c3ccc(OCC(O)COC(=O)C(=C)C)cc2)cc3,C=Cc1cccc(C=C)c1,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
130,O-CC(C)(c2ccc(OCCOCCOCCOCC1CO1)cc2)c4ccc(OCCOCCOCCOCC3CO3)cc4,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
131,C=CCc4ccc(OCC1CO1)c(c2cc(CC=C)ccc2OCC3CO3)c4,C=CCCCCC(C=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CO)COC(=O)CCCCC(=O)OCC(CCO),1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
132,O=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,C=COC(=O)CC(C)(C)C,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
133,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,NICCCOOCCCN,1.3,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
134,CCCCCCCCCn1cc(c(=O)c2ccccc2C1=O)C(=O)[O-],C=C=Cn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
135,C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3,CCC(P)(P)N,1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
136,OC1OC1COC3COC4C(OC2CO2)COC34,CCC(C=CC(=O)OCC(C)CO)(C=CC(=O)OCC(C)CO)C=CC(=O)OCC(C)CO,1.6,"Create a thermoset polymer with Tg = 60°C, Er = 100 MPa, and monomers featuring vinyl(C=C) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
137,CCC(C(=O)OCC(O)COc3ccc(C(C)(C)c2ccc(OCC1CO1)cc2)cc3)C(=O)OCC(O)COc6ccc(C(C)(C)c5ccc(OCC4CO4)cc5)cc6,C=Cc1cccc(C=C)c1,1.0,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
138,C=COC(=O)C(=C)C(=O)OCCOCCOCCOC(=O)C(=C)C,CCC(C=C(C)C(=O)OCCOCCOCCOCCOCC)C(=O)OCCOCCOCCOCCOCC,1.3,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
139,C-C(=O)O-C(=O)C-C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=O)C=C,C=Cc1cccc(C=C)c1,1.3,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
140,CC(C)(c3ccc2OCN(c1ccccc1)Cc2c3)c6ccc5OCN(c4ccccc4)Cc5c6,c1ccc2c(c1)CCC3=C2OC(=C([C@@H]3c4cccs4)C#N)N,1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
141,O=C(OCC1CO1)C3CC2OC2CC3C(=O)OCC4CO4,c1ccc2c(c1)C(=C(C(=O)C2=O)CC=C(Cl)Cl)[O-],1.6,"Propose two monomers that form a TSMP with Tg around 100°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) and vinyl(C=C) groups.",[],mix_generated_responses_large.json
